Tanggal,Jam,Tanggal Jam,Total Pasien,Sembuh,Meninggal,Self Isolation,Masih Perawatan,Menunggu Hasil,Tenaga Kesehatan Terinfeksi,Positif Harian,Positif Aktif,Sembuh Harian,Tanpa Gejala,Bergejala,Belum Ada Data
2021-04-30 00:00:00,8.0,2021-04-30 08:00:00,408620,394939,6733,3421,3527,0.0,0.0,789,6948,536,1209.0,5210.0,529.0
2021-05-01 00:00:00,8.0,2021-05-01 08:00:00,409546,395644,6747,3533,3622,0.0,0.0,926,7155,705,1039.0,4940.0,1176.0
2021-05-02 00:00:00,8.0,2021-05-02 08:00:00,410400,396594,6767,3450,3589,0.0,0.0,854,7039,950,842.0,4574.0,1623.0
2021-05-03 00:00:00,8.0,2021-05-03 08:00:00,411157,397349,6788,3483,3537,0.0,0.0,757,7020,755,1349.0,5473.0,198.0
2021-05-04 00:00:00,8.0,2021-05-04 08:00:00,411573,397955,6807,3247,3564,0.0,0.0,416,6811,606,1182.0,5158.0,471.0
2021-05-05 00:00:00,8.0,2021-05-05 08:00:00,412418,398610,6830,3240,3738,0.0,0.0,845,6978,655,1102.0,4909.0,967.0
2021-05-06 00:00:00,8.0,2021-05-06 08:00:00,413323,399224,6850,3406,3843,0.0,0.0,905,7249,614,1172.0,5489.0,588.0
2021-05-07 00:00:00,8.0,2021-05-07 08:00:00,414106,399821,6872,3485,3928,0.0,0.0,783,7413,597,1131.0,5192.0,1090.0
2021-05-08 00:00:00,8.0,2021-05-08 08:00:00,414838,400403,6896,3569,3970,0.0,0.0,732,7539,582,947.0,5022.0,1570.0
2021-05-09 00:00:00,8.0,2021-05-09 08:00:00,415647,401114,6911,3648,3974,0.0,0.0,809,7622,711,836.0,4763.0,2023.0
2021-05-10 00:00:00,8.0,2021-05-10 08:00:00,416341,401744,6933,3723,3941,0.0,0.0,694,7664,630,1482.0,5810.0,372.0
2021-05-11 00:00:00,8.0,2021-05-11 08:00:00,416747,402374,6952,3490,3931,0.0,0.0,406,7421,630,1340.0,5531.0,550.0
2021-05-12 00:00:00,8.0,2021-05-12 08:00:00,417403,403039,6973,3402,3989,0.0,0.0,656,7391,665,1176.0,5298.0,917.0
2021-05-13 00:00:00,8.0,2021-05-13 08:00:00,418188,403630,6973,3630,3955,0.0,0.0,785,7585,591,1087.0,5013.0,1485.0
2021-05-14 00:00:00,8.0,2021-05-14 08:00:00,418820,404187,7003,3502,4128,0.0,0.0,632,7630,557,1294.0,5929.0,407.0
2021-05-15 00:00:00,8.0,2021-05-15 08:00:00,419047,404715,7066,3288,3978,0.0,0.0,227,7266,528,6055.0,637.0,574.0
2021-05-16 00:00:00,8.0,2021-05-16 08:00:00,419208,404980,7082,3189,3957,0.0,0.0,161,7146,265,1145.0,5333.0,668.0
2021-05-17 00:00:00,8.0,2021-05-17 08:00:00,419629,405229,7107,3158,4135,0.0,0.0,421,7293,249,1235.0,5834.0,224.0
2021-05-18 00:00:00,8.0,2021-05-18 08:00:00,419920,405357,7130,3248,4185,0.0,0.0,291,7433,128,1219.0,5793.0,421.0
2021-05-19 00:00:00,8.0,2021-05-19 08:00:00,420459,405535,7149,3366,4409,0.0,0.0,539,7775,178,1195.0,5818.0,762.0
2021-05-20 00:00:00,8.0,2021-05-20 08:00:00,421354,405714,7169,3797,4674,0.0,0.0,895,8471,179,1312.0,6599.0,560.0
2021-05-21 00:00:00,8.0,2021-05-21 08:00:00,422210,405918,7184,4142,4966,0.0,0.0,856,9108,204,1306.0,6655.0,1147.0
2021-05-22 00:00:00,8.0,2021-05-22 08:00:00,423142,406300,7196,4386,5260,0.0,0.0,932,9646,382,1556.0,7514.0,576.0
2021-05-23 00:00:00,8.0,2021-05-23 08:00:00,424009,406669,7207,4744,5389,0.0,0.0,867,10133,369,1479.0,7469.0,1185.0
2021-05-24 00:00:00,8.0,2021-05-24 08:00:00,424828,406987,7225,5079,5537,0.0,0.0,819,10616,318,1837.0,8217.0,562.0
2021-05-25 00:00:00,8.0,2021-05-25 08:00:00,425212,407493,7239,5017,5463,0.0,0.0,384,10480,506,1737.0,7878.0,865.0
2021-05-26 00:00:00,8.0,2021-05-26 08:00:00,425829,408019,7250,4993,5567,0.0,0.0,617,10560,526,1619.0,7619.0,1322.0
2021-05-27 00:00:00,8.0,2021-05-27 08:00:00,426769,408585,7271,5280,5633,0.0,0.0,940,10913,566,1937.0,8364.0,612.0
2021-05-28 00:00:00,8.0,2021-05-28 08:00:00,427462,409497,7288,5161,5516,0.0,0.0,693,10677,912,1658.0,7859.0,1160.0
2021-05-29 00:00:00,8.0,2021-05-29 08:00:00,428269,410508,7296,5004,5461,0.0,0.0,807,10465,1011,1557.0,7184.0,1724.0
2021-05-30 00:00:00,8.0,2021-05-30 08:00:00,429333,411495,7309,5100,5429,0.0,0.0,1064,10529,987,1375.0,6661.0,2493.0
2021-05-31 00:00:00,8.0,2021-05-31 08:00:00,430059,412074,7327,5241,5417,0.0,0.0,726,10658,579,2117.0,8023.0,518.0
2021-06-01 00:00:00,8.0,2021-06-01 08:00:00,430578,412593,7349,5214,5422,0.0,0.0,519,10636,519,1996.0,7706.0,934.0
2021-06-02 00:00:00,8.0,2021-06-02 08:00:00,431179,413179,7361,5178,5461,0.0,0.0,601,10639,586,1951.0,7330.0,1358.0
2021-06-03 00:00:00,8.0,2021-06-03 08:00:00,431893,413680,7381,5402,5430,0.0,0.0,714,10832,501,1811.0,7116.0,1905.0
2021-06-04 00:00:00,8.0,2021-06-04 08:00:00,432799,414496,7402,5414,5487,0.0,0.0,906,10901,816,2618.0,7650.0,633.0
2021-06-05 00:00:00,8.0,2021-06-05 08:00:00,434116,415317,7423,5756,5620,0.0,0.0,1317,11376,821,2404.0,7279.0,1693.0
2021-06-06 00:00:00,8.0,2021-06-06 08:00:00,435135,416181,7438,5966,5550,0.0,0.0,1019,11516,864,1901.0,7135.0,2480.0
2021-06-07 00:00:00,8.0,2021-06-07 08:00:00,436332,416994,7457,6261,5620,0.0,0.0,1197,11881,813,2412.0,8576.0,893.0
2021-06-08 00:00:00,8.0,2021-06-08 08:00:00,437087,417997,7478,6057,5555,0.0,0.0,755,11612,1003,2186.0,7949.0,1477.0
2021-06-09 00:00:00,8.0,2021-06-09 08:00:00,438458,419109,7499,6120,5730,0.0,0.0,1371,11850,1112,1992.0,7270.0,2588.0
2021-06-10 00:00:00,8.0,2021-06-10 08:00:00,440554,420211,7523,6991,5829,0.0,0.0,2096,12820,1102,1789.0,6881.0,4150.0
2021-06-11 00:00:00,8.0,2021-06-11 08:00:00,442847,421396,7543,7750,6158,0.0,0.0,2293,13908,1185,1456.0,6442.0,6010.0
2021-06-12 00:00:00,8.0,2021-06-12 08:00:00,445302,422121,7557,8855,6769,0.0,0.0,2455,15624,725,1289.0,6395.0,7940.0
2021-06-13 00:00:00,8.0,2021-06-13 08:00:00,448071,423056,7571,10034,7410,0.0,0.0,2769,17444,935,1117.0,6352.0,9975.0
2021-06-14 00:00:00,8.0,2021-06-14 08:00:00,450793,424088,7609,11240,7856,0.0,0.0,2722,19096,1032,4032.0,13945.0,1119.0
2021-06-15 00:00:00,8.0,2021-06-15 08:00:00,452295,425417,7634,11102,8142,0.0,0.0,1502,19244,1329,3746.0,13108.0,2390.0
2021-06-16 00:00:00,8.0,2021-06-16 08:00:00,454671,426695,7665,11555,8756,0.0,0.0,2376,20311,1278,3458.0,12419.0,4434.0
2021-06-17 00:00:00,8.0,2021-06-17 08:00:00,458815,428764,7713,13054,9284,0.0,0.0,4144,22338,2069,2882.0,11788.0,7668.0
2021-06-18 00:00:00,8.0,2021-06-18 08:00:00,463552,431264,7777,14951,9560,0.0,0.0,4737,24511,2500,2531.0,10655.0,11325.0
2021-06-19 00:00:00,8.0,2021-06-19 08:00:00,468447,433499,7836,16787,10325,0.0,0.0,4895,27112,2235,1840.0,9740.0,15532.0
2021-06-20 00:00:00,8.0,2021-06-20 08:00:00,474029,435982,7905,19105,11037,0.0,0.0,5582,30142,2483,1325.0,8734.0,20083.0
2021-06-21 00:00:00,8.0,2021-06-21 08:00:00,479043,439007,7976,20717,11343,0.0,0.0,5014,32060,3025,8039.0,19670.0,4351.0
2021-06-22 00:00:00,8.0,2021-06-22 08:00:00,482264,442059,8014,21167,11024,0.0,0.0,3221,32191,3052,6351.0,16241.0,9599.0
2021-06-23 00:00:00,8.0,2021-06-23 08:00:00,486957,443195,8057,22868,12837,0.0,0.0,4693,35705,1136,6163.0,15906.0,13636.0
2021-06-24 00:00:00,8.0,2021-06-24 08:00:00,494462,445718,8107,26403,14234,0.0,0.0,7505,40637,2523,5567.0,15624.0,19446.0
2021-06-25 00:00:00,8.0,2021-06-25 08:00:00,501396,448288,8177,29325,15606,0.0,0.0,6934,44931,2570,5170.0,14668.0,25093.0
2021-06-26 00:00:00,8.0,2021-06-26 08:00:00,510667,451013,8220,33829,17605,0.0,0.0,9271,51434,2725,4381.0,14547.0,32506.0
2021-06-27 00:00:00,8.0,2021-06-27 08:00:00,520061,454497,8269,38464,18831,0.0,0.0,9394,57295,3484,3484.0,13789.0,40022.0
2021-06-28 00:00:00,8.0,2021-06-28 08:00:00,528409,457935,8348,42252,19874,0.0,0.0,8348,62126,3438,17144.0,29461.0,15521.0
2021-06-29 00:00:00,8.0,2021-06-29 08:00:00,535788,461439,8426,45504,20419,0.0,0.0,7379,65923,3504,15706.0,28925.0,21292.0
2021-06-30 00:00:00,8.0,2021-06-30 08:00:00,543468,464943,8486,47829,22210,0.0,0.0,7680,70039,3504,14940.0,27514.0,27585.0
2021-07-01 00:00:00,8.0,2021-07-01 08:00:00,551009,468461,8528,49836,24184,0.0,0.0,7541,74020,3518,13902.0,26151.0,33967.0
2021-07-02 00:00:00,8.0,2021-07-02 08:00:00,560408,473467,8547,53014,25380,0.0,0.0,9399,78394,5006,12103.0,25076.0,41215.0
2021-07-03 00:00:00,8.0,2021-07-03 08:00:00,570110,479150,8577,54941,27442,0.0,0.0,9702,82383,5683,11310.0,21941.0,49132.0
2021-07-04 00:00:00,8.0,2021-07-04 08:00:00,580595,484949,8652,59307,27687,0.0,0.0,10485,86994,5799,8799.0,20101.0,58094.0
2021-07-05 00:00:00,8.0,2021-07-05 08:00:00,591498,491556,8779,62873,28290,0.0,0.0,10903,91163,6607,7598.0,20096.0,63469.0
2021-07-06 00:00:00,8.0,2021-07-06 08:00:00,600937,497492,8861,65448,29136,0.0,0.0,9439,94584,5936,18451.0,60476.0,15657.0
2021-07-07 00:00:00,8.0,2021-07-07 08:00:00,610303,501199,9042,69644,30418,0.0,0.0,9366,100062,3707,18376.0,57521.0,24165.0
2021-07-08 00:00:00,8.0,2021-07-08 08:00:00,623277,512085,9110,72361,29721,0.0,0.0,12974,102082,10886,14748.0,50824.0,36510.0
2021-07-09 00:00:00,8.0,2021-07-09 08:00:00,636389,526941,9306,73239,26903,0.0,0.0,13112,100142,14856,10095.0,40727.0,49320.0
2021-07-10 00:00:00,8.0,2021-07-10 08:00:00,649309,543867,9357,71812,24273,0.0,0.0,12920,96085,16926,7999.0,26379.0,61707.0
2021-07-11 00:00:00,8.0,2021-07-11 08:00:00,662442,564437,9395,68251,20359,0.0,0.0,13133,88610,20570,4769.0,12893.0,70948.0
2021-07-12 00:00:00,8.0,2021-07-12 08:00:00,677061,584912,9462,66581,16106,0.0,0.0,14619,82687,20475,17649.0,25597.0,39441.0
2021-07-13 00:00:00,8.0,2021-07-13 08:00:00,689243,589486,9541,71848,18368,0.0,0.0,12182,90216,4574,16957.0,22339.0,50920.0
2021-07-14 00:00:00,8.0,2021-07-14 08:00:00,701910,592556,9603,78571,21180,0.0,0.0,12667,99751,3070,32752.0,54463.0,12536.0
2021-07-15 00:00:00,8.0,2021-07-15 08:00:00,714601,595582,9743,86298,22978,0.0,0.0,12691,109276,3026,31922.0,52360.0,24994.0
